player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,player_name2,player_image
11989,PR Shah,Right hand Bat,Unknown,Wicketkeeper,Pinal Rohitbhai Shah,Pinal Rohitbhai,No Image
8597,MW Short,Right hand Bat,Right arm Offbreak,Unknown,Matthew William Short,Matthew William,No Image
11980,M Manhas,Right hand Bat,Right arm Offbreak,Wicketkeeper,Mithun Manhas,Mithun Manhas,No Image
11959,B Lee,Right hand Bat,Right arm Fast,Unknown,Brett Lee,Brett Lee,No Image
11921,RT Ponting,Right hand Bat,Right arm Medium,Unknown,Ricky Thomas Ponting,Ricky Thomas,No Image
11922,DJ Hussey,Right hand Bat,Right arm Offbreak,Unknown,David John Hussey,David John,No Image
12572,NK Patel,Left hand Bat,NULL,Unknown,Niraj Kanubhai Patel,Niraj Kanubhai,No Image
12338,SP Fleming,Left hand Bat,Unknown,Unknown,Stephen Paul Fleming,Stephen Paul,No Image
16455,TR Birt,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Travis Rodney Birt,Travis Rodney,No Image
16953,AA Kazi,Left hand Bat,Slow Left arm Orthodox,Unknown,Abrar Anjum Kazi,Abrar Anjum,No Image
14798,J Theron,Right hand Bat,Right arm Medium fast,Unknown,Juan Theron,Juan Theron,No Image
34126,SS Mundhe,Right hand Bat,Right arm Medium,Unknown,Shrikant Shrihari Mundhe,Shrikant Shrihari,No Image
15862,Sunny Singh,Right hand Bat,Right arm Medium fast,Unknown,Sunny Singh,Sunny Singh,No Image
13301,R Bishnoi,Right hand Bat,Right arm Medium fast,Unknown,Rajesh Bishnoi,Rajesh Bishnoi,No Image
13388,AS Raut,Right hand Bat,Legbreak Googly,Unknown,Abhishek Santosh Raut,Abhishek Santosh,No Image
14765,R Sharma,Right hand Bat,Legbreak Googly,Unknown,Rahul Sharma,Rahul Sharma,No Image
15334,RS Sodhi,Right hand Bat,Right arm Medium,Unknown,Reetinder Singh Sodhi,Reetinder Singh,No Image
14648,MJ Lumb,Left hand Bat,Right arm Medium,Unknown,Michael John Lumb,Michael John,No Image
34959,LJ Wright,Right hand Bat,Right arm Medium,Unknown,Luke James Wright,Luke James,No Image
14476,R Sathish,Right hand Bat,Right arm Medium,Unknown,Rajagopal Sathish,Rajagopal Sathish,No Image
12372,Misbah-ul-Haq,Right hand Bat,Legbreak,Unknown,Misbah-ul-Haq Khan Niazi,Misbah-ul,No Image
14464,OA Shah,Right hand Bat,Right arm Offbreak,Unknown,Owais Alam Shah,Owais Alam,No Image
13248,AM Salvi,Right hand Bat,Right arm Medium,Unknown,Aavishkar Madhav Salvi,Aavishkar Madhav,No Image
13016,A Nel,Right hand Bat,Right arm Fast medium,Unknown,Andre Nel,Andre Nel,No Image
16380,NL McCullum,Right hand Bat,Right arm Offbreak,Unknown,Nathan Leslie McCullum,Nathan Leslie,No Image
34811,N Saini,Right hand Bat,Unknown,Wicketkeeper,Nitin Saini,Nitin Saini,No Image
15261,AN Ahmed,Right hand Bat,Right arm Medium fast,Unknown,Abu Nechim Ahmed,Abu Nechim,No Image
16743,I Malhotra,Right hand Bat,Right arm Medium fast,Unknown,Ishan Malhotra,Ishan Malhotra,No Image
14757,MD Mishra,Right hand Bat,Right arm Offbreak,Unknown,Mohnish Dinesh Mishra,Mohnish Dinesh,No Image
34983,RJ Peterson,Left hand Bat,Slow Left arm Orthodox,Unknown,Robin John Peterson,Robin John,No Image
14463,CA Pujara,Right hand Bat,Legbreak,Unknown,Cheteshwar Arvind Pujara,Cheteshwar Arvind,No Image
14489,A Uniyal,Left hand Bat,Left arm Medium,Unknown,Amit Uniyal,Amit Uniyal,No Image
13651,GR Napier,Right hand Bat,Right arm Medium,Unknown,Graham Richard Napier,Graham Richard,No Image
14136,J Botha,Right hand Bat,Right arm Offbreak,Unknown,Johan Botha,Johan Botha,No Image
13227,Kamran Khan,Left hand Bat,Left arm Medium fast,Unknown,Kamran Khan,Kamran Khan,No Image
12454,U Kaul,Left hand Bat,Unknown,Wicketkeeper,Uday Kaul,Uday Kaul,No Image
13620,S Tyagi,Right hand Bat,Right arm Medium,Unknown,Sudeep Tyagi,Sudeep Tyagi,No Image
16276,BJ Haddin,Right hand Bat,Unknown,Wicketkeeper,Bradley James Haddin,Bradley James,No Image
12518,CK Kapugedera,Right hand Bat,Right arm Medium,Occasional Wicketkeeper,Chamara Kantha Kapugedera,Chamara Kantha,No Image
12471,S Anirudha,Right hand Bat,Unknown,Unknown,Srikkanth Anirudha,Srikkanth Anirudha,No Image
13384,RJ Quiney,Left hand Bat,Right arm Medium,Unknown,Robert John Quiney,Robert John,No Image
13260,YA Abdulla,Left hand Bat,Left arm Fast medium,Unknown,Yusuf Adam Abdulla,Yusuf Adam,No Image
12650,TM Dilshan,Right hand Bat,Right arm Offbreak,Wicketkeeper,Tillakaratne Mudiyanselage Dilshan,Tillakaratne Mudiyanselage,No Image
13551,MN van Wyk,Right hand Bat,Slow Left arm Orthodox,Wicketkeeper,Morne Nico van Wyk,Morne Nico,No Image
14206,SS Shaikh,Right hand Bat,Right arm Medium,Unknown,Shoaib Shabbir Shaikh,Shoaib Shabbir,No Image
15878,AC Thomas,Right hand Bat,Right arm Fast medium,Unknown,Alfonso Clive Thomas,Alfonso Clive,No Image
15003,PD Collingwood,Right hand Bat,Right arm Medium,Unknown,Paul David Collingwood,Paul David,No Image
15239,AP Dole,Right hand Bat,Right arm Medium fast,Unknown,Aditya Pradip Dole,Aditya Pradip,No Image
14216,Jaskaran Singh,Right hand Bat,Right arm Medium,Unknown,Jaskaran Singh Buttar,Jaskaran Singh,No Image
12850,H Das,Right hand Bat,Unknown,Wicketkeeper,Halhadar Das,Halhadar Das,No Image
33972,AA Chavan,Left hand Bat,Slow Left arm Orthodox,Unknown,Ankeet Anil Chavan,Ankeet Anil,No Image
13986,A Mithun,Right hand Bat,Right arm Medium,Unknown,Abhimanyu Mithun,Abhimanyu Mithun,No Image
12339,S Vidyut,Left hand Bat,Slow Left arm Orthodox,Unknown,Vidyut Sivaramakrishnan,Vidyut Sivaramakrishnan,No Image
15851,JEC Franklin,Left hand Bat,Left arm Medium,Unknown,James Edward Charles Franklin,James Edward,No Image
13508,AN Ghosh,Right hand Bat,Right arm Medium,Unknown,Arindam Nanigopal Ghosh,Arindam Nanigopal,No Image
12422,RR Raje,Right hand Bat,Right arm Fast medium,Unknown,Rohan Ravindra Raje,Rohan Ravindra,No Image
14008,SS Sarkar,Right hand Bat,Right arm Medium,Unknown,Sourav Subrata Sarkar,Sourav Subrata,No Image
15896,RN ten Doeschate,Right hand Bat,Right arm Medium fast,Unknown,Ryan Neil ten Doeschate,Ryan Neil,No Image
15140,DE Bollinger,Left hand Bat,Left arm Fast medium,Unknown,Douglas Erwin Bollinger,Douglas Erwin,No Image
14567,S Ladda,Right hand Bat,Legbreak,Unknown,Sarabjit Ladda,Sarabjit Ladda,No Image
16249,DH Yagnik,Left hand Bat,Unknown,Unknown,Dishant Harendra Yagnik,Dishant Harendra,No Image
13245,DP Nannes,Right hand Bat,Left arm Fast,Unknown,Dirk Peter Nannes,Dirk Peter,No Image
13810,A Singh,Right hand Bat,Right arm Medium fast,Unknown,Amit Singh,Amit Singh,No Image
34392,TP Sudhindra,Left hand Bat,Right arm Fast,Unknown,Taduri Prakash Chandra Sudhindra,Taduri Prakash,No Image
15779,S Randiv,Right hand Bat,Right arm Offbreak,Unknown,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,Hewa Kaluhalamullage,No Image
13383,PC Valthaty,Right hand Bat,Right arm Medium,Unknown,Paul Chandrashekar Valthaty,Paul Chandrashekar,No Image
34554,P Awana,Right hand Bat,Right arm Medium,Unknown,Parvinder Awana,Parvinder Awana,No Image
12710,Shoaib Akhtar,Right hand Bat,Right arm Fast,Unknown,Shoaib Akhtar,Shoaib Akhtar,No Image
34530,RR Bhatkal,Right hand Bat,Right arm Medium,Unknown,Raju Ravi Bhatkal,Raju Ravi,No Image
34343,KK Cooper,Right hand Bat,Right arm Medium,Unknown,Kevon Keston Cooper,Kevon Keston,No Image
12661,AD Mascarenhas,Right hand Bat,Right arm Fast medium,Unknown,Adrian Dimitri Mascarenhas,Adrian Dimitri,No Image
14541,JM Kemp,Right hand Bat,Right arm Fast medium,Unknown,Justin Miles Kemp,Justin Miles,No Image
12362,LPC Silva,Right hand Bat,Legbreak,Unknown,Lindamlilage Prageeth Chamara Silva,Lindamlilage Prageeth,No Image
12580,SR Tendulkar,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Unknown,Sachin Ramesh Tendulkar,Sachin Ramesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316400/316486.6.png"
13785,RJ Harris,Right hand Bat,Right arm Fast,Unknown,Ryan James Harris,Ryan James,No Image
15339,L Ablish,Right hand Bat,Right arm Medium fast,Unknown,Love Ablish,Love Ablish,No Image
15384,S Sriram,Left hand Bat,Slow Left arm Orthodox,Unknown,Sridharan Sriram,Sridharan Sriram,No Image
14201,Mashrafe Mortaza,Right hand Bat,Right arm Fast medium,Unknown,Mashrafe Bin Mortaza,Mashrafe Bin,No Image
14492,SW Tait,Right hand Bat,Right arm Fast,Unknown,Shaun William Tait,Shaun William,No Image
6657,DP Conway,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Devon Philip Conway,Devon Philip,No Image
8383,C Green,Right hand Bat,Right arm Fast medium,Unknown,Cameron Donald Green,Cameron Donald,No Image
13258,VS Malik,Right hand Bat,Right arm Medium,Unknown,Vikramjeet Singh Malik,Vikramjeet Singh,No Image
4339,N Jagadeesan,Right hand Bat,Unknown,Wicketkeeper,Narayan Jagadeesan,Narayan Jagadeesan,No Image
76,Sandeep Sharma,Right hand Bat,Right arm Medium,Unknown,Sandeep Sharma,Sandeep Sharma,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362
14279,Y Nagar,Right hand Bat,Right arm Offbreak,Unknown,Yogesh Nagar,Yogesh Nagar,No Image
1314,IR Jaggi,Right hand Bat,Legbreak Googly,Unknown,Ishank Rajiv Jaggi,Ishank Rajiv,No Image
44,Imran Tahir,Right hand Bat,Legbreak Googly,Unknown,Mohammad Imran Tahir,Mohammad Imran,No Image
900,PJ Sangwan,Right hand Bat,Left arm Medium,Unknown,Pradeep Jaibeer Sangwan,Pradeep Jaibeer,No Image
11943,MEK Hussey,Left hand Bat,Right arm Medium,Unknown,Michael Edward Killeen Hussey,Michael Edward,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319708.1.png"
2024,L Ngidi,Right hand Bat,Right arm Fast medium,Unknown,Lungisani True-man Ngidi,Lungisani True,No Image
11991,SM Pollock,Right hand Bat,Right arm Fast medium,Unknown,Shaun Maclean Pollock,Shaun Maclean,No Image
35966,MDKJ Perera,Left hand Bat,Unknown,Wicketkeeper,Mathurage Don Kusal Janith Perera,Mathurage Don,No Image
8748,Vijaykumar Vyshak,Right hand Bat,Right arm Medium,Unknown,Vijaykumar Vyshak,Vijaykumar Vyshak,No Image
38647,JW Hastings,Right hand Bat,Right arm Fast medium,Unknown,John Wayne Hastings,John Wayne,No Image
7546,Harshit Rana,Right hand Bat,Right arm Fast,Unknown,Harshit Pradeep Rana,Harshit Pradeep,No Image
8098,A Tomar,Right hand Bat,Right arm Offbreak,Unknown,Abhijeet Tomar,Abhijeet Tomar,No Image
1327,CJ Jordan,Right hand Bat,Right arm Fast medium,Unknown,Christopher James Jordan,Christopher James,No Image
2315,P Chopra,Right hand Bat,Legbreak Googly,Occasional Wicketkeeper,Prashant Chopra,Prashant Chopra,No Image
11971,SK Warne,Right hand Bat,Legbreak Googly,Unknown,Shane Keith Warne,Shane Keith,No Image
16693,AC Blizzard,Left hand Bat,Left arm Medium,Unknown,Aiden Craig Blizzard,Aiden Craig,No Image
36610,DJG Sammy,Right hand Bat,Right arm Medium,Unknown,Daren Julius Garvey Sammy,Daren Julius,No Image
49,KD Karthik,Right hand Bat,Right arm Offbreak,Wicketkeeper,Krishnakumar Dinesh Karthik,Krishnakumar Dinesh,No Image
176,B Stanlake,Left hand Bat,Right arm Fast,Unknown,Billy James Stanlake,Billy James,No Image
10109,MA Starc,Left hand Bat,Left arm Fast,Unknown,Mitchell Aaron Starc,Mitchell Aaron,No Image
11940,SB Joshi,Left hand Bat,Slow Left arm Orthodox,Unknown,Sunil Bandacharya Joshi,Sunil Bandacharya,No Image
12746,Younis Khan,Right hand Bat,"Right arm Medium, Legbreak",Unknown,Mohammad Younis Khan,Mohammad Younis,No Image
40242,P Sahu,Right hand Bat,Legbreak Googly,Unknown,Pardeep Sahu,Pardeep Sahu,No Image
418,MM Patel,Right hand Bat,Right arm Medium fast,Unknown,Munaf Musa Patel,Munaf Musa,No Image
12252,DB Das,Right hand Bat,Legbreak Googly,Unknown,Debabrata Baidya Das,Debabrata Baidya,No Image
6287,RV Patel,Right hand Bat,Right arm Medium fast,Unknown,Ripal Vinubhai Patel,Ripal Vinubhai,No Image
12539,T Taibu,Right hand Bat,Right arm Medium,Wicketkeeper,Tatenda Taibu,Tatenda Taibu,No Image
34697,CJ McKay,Right hand Bat,Right arm Fast medium,Unknown,Clinton James McKay,Clinton James,No Image
14360,RA Shaikh,Left hand Bat,Left arm Medium,Unknown,Rahil Akhil Ahmed Shaikh,Rahil Akhil,No Image
2188,M Prasidh Krishna,Right hand Bat,Right arm Fast medium,Unknown,Muralikrishna Prasidh Krishna,Muralikrishna Prasidh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Prasidh%20Krishna.png
6047,GHS Garton,Left hand Bat,Left arm Fast,Unknown,George Henry Simmons Garton,George Henry,No Image
54,DS Kulkarni,Right hand Bat,Right arm Medium,Unknown,Dhawal Sunil Kulkarni,Dhawal Sunil,No Image
69,WP Saha,Right hand Bat,Unknown,Wicketkeeper,Wriddhiman Prasanta Saha,Wriddhiman Prasanta,No Image
42,A Zampa,Right hand Bat,Legbreak Googly,Unknown,Adam Zampa,Adam Zampa,https://www.espncricinfo.com/cricketers/adam-zampa-379504
40725,PSP Handscomb,Right hand Bat,Unknown,Wicketkeeper,Peter Stephen Patrick Handscomb,Peter Stephen,No Image
8295,RS Hangargekar,Right hand Bat,Right arm Fast medium,Unknown,Rajvardhan S Hangargekar,Rajvardhan S,No Image
67,HM Amla,Right hand Bat,"Right arm Medium, Right arm Offbreak",Unknown,Hashim Mahomed Amla,Hashim Mahomed,No Image
25,RG Sharma,Right hand Bat,Right arm Offbreak,Unknown,Rohit Gurunath Sharma,Rohit Gurunath,No Image
11972,SK Trivedi,Right hand Bat,Right arm Medium,Unknown,Siddharth Kishorkumar Trivedi,Siddharth Kishorkumar,No Image
13595,TL Suman,Right hand Bat,Right arm Offbreak,Unknown,Tirumalasetti Laxminarayana Suman,Tirumalasetti Laxminarayana,No Image
34774,A Ashish Reddy,Right hand Bat,Right arm Medium,Unknown,Ammana Ashish Reddy,Ammana Ashish,No Image
12238,B Chipli,Right hand Bat,Right arm Medium,Unknown,Bharat Chipli,Bharat Chipli,No Image
14653,S Narwal,Left hand Bat,Right arm Medium,Unknown,Sumit Narwal,Sumit Narwal,No Image
12204,SD Chitnis,Right hand Bat,Right arm Offbreak,Unknown,Siddharth Dilip Chitnis,Siddharth Dilip,No Image
35864,Sunny Gupta,Right hand Bat,Right arm Offbreak,Unknown,Sunny Gupta,Sunny Gupta,No Image
31,TG Southee,Right hand Bat,Right arm Medium fast,Unknown,Timothy Grant Southee,Timothy Grant,No Image
17,BCJ Cutting,Right hand Bat,Right arm Fast medium,Unknown,Benjamin Colin James Cutting,Benjamin Colin,No Image
38548,BE Hendricks,Left hand Bat,Left arm Fast medium,Unknown,Beuran Eric Hendricks,Beuran Eric,No Image
13083,BAW Mendis,Right hand Bat,Right arm Offbreak,Unknown,Balapuwaduge Ajantha Winslow Mendis,Balapuwaduge Ajantha,No Image
12327,SA Asnodkar,Right hand Bat,Right arm Offbreak,Unknown,Swapnil Ashok Asnodkar,Swapnil Ashok,No Image
11970,D Salunkhe,Right hand Bat,Legbreak,Unknown,Dinesh Salunkhe,Dinesh Salunkhe,No Image
11966,M Kaif,Right hand Bat,Right arm Offbreak,Unknown,Mohammad Kaif,Mohammad Kaif,No Image
36536,IC Pandey,Right hand Bat,Right arm Medium,Unknown,Ishwar Chand Pandey,Ishwar Chand,No Image
14487,P Dogra,Right hand Bat,Legbreak,Unknown,Paras Dogra,Paras Dogra,No Image
13692,LA Carseldine,Left hand Bat,Left arm Medium,Unknown,Lee Andrew Carseldine,Lee Andrew,No Image
19,Bipul Sharma,Left hand Bat,Slow Left arm Orthodox,Unknown,Bipul Sharma,Bipul Sharma,No Image
4170,JR Philippe,Right hand Bat,Unknown,Wicketkeeper,Joshua Ryan Philippe,Joshua Ryan,No Image
16199,TD Paine,Right hand Bat,Right arm Medium,Wicketkeeper,Timothy David Paine,Timothy David,No Image
11937,AA Noffke,Right hand Bat,Right arm Fast medium,Unknown,Ashley Allan Noffke,Ashley Allan,No Image
12041,Kamran Akmal,Right hand Bat,Unknown,Wicketkeeper,Kamran Akmal,Kamran Akmal,No Image
36311,BJ Rohrer,Left hand Bat,Unknown,Occasional Wicketkeeper,Ben James Rohrer,Ben James,No Image
36555,CM Gautam,Right hand Bat,Unknown,Wicketkeeper,Chidhambaram Muralidharen Gautam,Chidhambaram Muralidharen,No Image
41020,F Behardien,Right hand Bat,Right arm Fast medium,Unknown,Farhaan Behardien,Farhaan Behardien,No Image
37031,PV Tambe,Right hand Bat,Legbreak,Unknown,Pravin Vijay Tambe,Pravin Vijay,No Image
35892,MC Juneja,Right hand Bat,Right arm Offbreak,Unknown,Manprit Charanjit Juneja,Manprit Charanjit,No Image
41286,ER Dwivedi,Right hand Bat,Unknown,Wicketkeeper,Eklavya Rakesh Dwivedi,Eklavya Rakesh,No Image
35459,K Upadhyay,Right hand Bat,Right arm Medium,Unknown,Krishnakant Upadhyay,Krishnakant Upadhyay,No Image
37347,MG Neser,Right hand Bat,Right arm Medium fast,Unknown,Michael Gertges Neser,Michael Gertges,No Image
40895,UT Khawaja,Left hand Bat,Right arm Medium,Unknown,Usman Tariq Khawaja,Usman Tariq,No Image
40385,KJ Abbott,Right hand Bat,Right arm Fast medium,Unknown,Kyle John Abbott,Kyle John,No Image
38924,DJ Muthuswami,Right hand Bat,Right arm Medium,Unknown,Domnic Joseph Muthuswami,Domnic Joseph,No Image
6360,Anmolpreet Singh,Right hand Bat,Right arm Offbreak,Unknown,Anmolpreet Singh,Anmolpreet Singh,No Image
3011,JP Behrendorff,Right hand Bat,Left arm Fast medium,Unknown,Jason Paul Behrendorff,Jason Paul,No Image
27,AT Rayudu,Right hand Bat,Right arm Offbreak,Occasional Wicketkeeper,Ambati Thirupathi Rayudu,Ambati Thirupathi,No Image
1437,AD Russell,Right hand Bat,Right arm Fast,Unknown,Andre Dwayne Russell,Andre Dwayne,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Andre%20Russell.png
34601,V Pratap Singh,Right hand Bat,Right arm Medium,Unknown,Veer Pratap Singh,Veer Pratap,No Image
1856,LE Plunkett,Right hand Bat,Right arm Fast,Unknown,Liam Edward Plunkett,Liam Edward,No Image
13563,RE van der Merwe,Right hand Bat,Slow Left arm Orthodox,Unknown,Roelof Erasmus van der Merwe,Roelof Erasmus,No Image
58,RV Uthappa,Right hand Bat,Right arm Medium,Occasional Wicketkeeper,Robin Venu Uthappa,Robin Venu,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Robin%20Uthappa.png
8945,PD Salt,Right hand Bat,Right arm Offbreak,Wicketkeeper,Philip Dean Salt,Philip Dean,No Image
293,V Shankar,Right hand Bat,Right arm Medium,Unknown,Vijay Shankar,Vijay Shankar,https://www.espncricinfo.com/cricketers/vijay-shankar-477021
37595,NJ Maddinson,Left hand Bat,Slow Left arm Orthodox,Unknown,Nicolas James Maddinson,Nicolas James,No Image
11934,CL White,Right hand Bat,Legbreak Googly,Unknown,Cameron Leon White,Cameron Leon,No Image
11969,M Rawat,Right hand Bat,Unknown,Wicketkeeper,Mahesh Rawat,Mahesh Rawat,No Image
9181,Gurnoor Brar,Left hand Bat,Right arm Fast,Unknown,Gurnoor Brar,Gurnoor Brar,No Image
46,BB McCullum,Right hand Bat,"Right arm Medium, Right arm Offbreak",Wicketkeeper,Brendon Barrie McCullum,Brendon Barrie,No Image
13863,M Morkel,Left hand Bat,Right arm Fast,Unknown,Morne Morkel,Morne Morkel,https://scores.iplt20.com/ipl/images/default-player-statsImage.png
7902,KS Sharma,Right hand Bat,Right arm Offbreak,Unknown,Karan Sunny Sharma,Karan Sunny,No Image
16648,P Parameswaran,Right hand Bat,Left arm Medium,Unknown,Prasanth Parameswaran,Prasanth Parameswaran,No Image
33961,P Prasanth,Left hand Bat,Slow Left arm Orthodox,Unknown,Padmanabhan Prasanth,Padmanabhan Prasanth,No Image
5473,Lalit Yadav,Right hand Bat,Right arm Offbreak,Unknown,Lalit Yadav,Lalit Yadav,No Image
16,DJ Hooda,Right hand Bat,Right arm Offbreak,Unknown,Deepak Jagbir Hooda,Deepak Jagbir,No Image
1990,IS Sodhi,Right hand Bat,Legbreak,Unknown,Inderbir Singh Sodhi,Inderbir Singh,No Image
494,BB Sran,Left hand Bat,Left arm Medium,Unknown,Barinder Balbirsingh Sran,Barinder Balbirsingh,No Image
34382,DJ Harris,Right hand Bat,Right arm Medium,Unknown,Daniel Joseph Harris,Daniel Joseph,No Image
3518,Y Prithvi Raj,Left hand Bat,Left arm Medium,Unknown,Prithvi Raj Yarra,Prithvi Raj,No Image
1964,JP Duminy,Left hand Bat,Right arm Offbreak,Unknown,Jean-Paul Duminy,Jean-Paul,No Image
15866,NJ Rimmington,Right hand Bat,Right arm Fast medium,Unknown,Nathan John Rimmington,Nathan John,No Image
21,A Nehra,Right hand Bat,Left arm Medium fast,Unknown,Ashish Nehra,Ashish Nehra,No Image
3495,Harpreet Brar,Left hand Bat,Slow Left arm Orthodox,Unknown,Harpreet Brar,Harpreet Brar,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641
6033,GD Phillips,Right hand Bat,Right arm Offbreak,Wicketkeeper,Glenn Dominic Phillips,Glenn Dominic,No Image
181,RR Pant,Left hand Bat,Unknown,Wicketkeeper,Rishabh Rajendra Pant,Rishabh Rajendra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Rishabh%20Pant.png
15829,AUK Pathan,Right hand Bat,Right arm Medium,Unknown,Asad Ullah Khan Pathan,Asad Ullah,No Image
5562,Jalaj S Saxena,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Unknown,Jalaj Sahai Saxena,Jalaj Sahai,No Image
3230,R Parag,Right hand Bat,Legbreak,Unknown,Riyan Parag,Riyan Parag,https://www.espncricinfo.com/cricketers/riyan-parag-1079434
183,CR Brathwaite,Right hand Bat,Right arm Fast medium,Unknown,Carlos Ricardo Brathwaite,Carlos Ricardo,No Image
4406,AT Carey,Left hand Bat,Unknown,Wicketkeeper,Alex Tyson Carey,Alex Tyson,No Image
11967,DS Lehmann,Left hand Bat,Slow Left arm Orthodox,Unknown,Darren Scott Lehmann,Darren Scott,No Image
7134,SS Prabhudessai,Right hand Bat,Right arm Medium,Unknown,Suyash S Prabhudessai,Suyash S,No Image
10939,N Thushara,Right hand Bat,Right arm Medium fast,Unknown,Nuwan Thushara,Nuwan Thushara,https://www.espncricinfo.com/cricketers/nuwan-thushara-955235
11068,LB Williams,Left hand Bat,Right arm Medium fast,Unknown,Lizaad Buyron Williams,Lizaad Buyron,No Image
10163,Naman Dhir,Right hand Bat,Right arm Offbreak,Unknown,Naman Dhir,Naman Dhir,https://www.espncricinfo.com/cricketers/naman-dhir-1287032
11376,Gulbadin Naib,Right hand Bat,Right arm Medium fast,Unknown,Gulbadin Naib,Gulbadin Naib,No Image
11781,Aniket Verma,Right hand Bat,Right arm Medium fast,Unknown,Aniket Verma,Aniket Verma,https://www.espncricinfo.com/cricketers/aniket-verma-1409976
10690,Tanush Kotian,Right hand Bat,Right arm Offbreak,Unknown,Tanush Kotian,Tanush Kotian,No Image
11847,Priyansh Arya,Left hand Bat,Right arm Offbreak,Unknown,Priyansh Arya,Priyansh Arya,https://www.espncricinfo.com/cricketers/priyansh-arya-1175456
11854,Suryansh Shedge,Right hand Bat,Right arm Medium fast,Unknown,Suryansh Shedge,Suryansh Shedge,https://www.espncricinfo.com/cricketers/suryansh-shedge-1339698
10078,SD Hope,Right hand Bat,NULL,Wicketkeeper,Shai Diego Hope,Shai Diego,No Image
10160,L Wood,Left hand Bat,Left arm Fast medium,Unknown,Luke Wood,Luke Wood,No Image
10168,G Coetzee,Right hand Bat,Right arm Fast,Unknown,Gerald Coetzee,Gerald Coetzee,https://www.espncricinfo.com/cricketers/gerald-coetzee-596010
10604,KA Maharaj,Right hand Bat,Slow Left arm Orthodox,Unknown,Keshav Athmanand Maharaj,Keshav Athmanand,No Image
10630,WG Jacks,Right hand Bat,Right arm Offbreak,Unknown,William George Jacks,William George,No Image
10667,J Fraser-McGurk,Right hand Bat,Legbreak Googly,Unknown,Jake Fraser-McGurk,Jake Fraser,No Image
11805,R Minz,Left hand Bat,Slow Left arm Orthodox,Unknown,Robin Minz,Robin Minz,https://www.espncricinfo.com/cricketers/robin-minz-1350762
10382,SB Dubey,Left hand Bat,Right arm Offbreak,Unknown,Shubham Badriprasad Dubey,Shubham Badriprasad,No Image
10710,S Joseph,Left hand Bat,Right arm Fast,Unknown,Shamar Joseph,Shamar Joseph,https://www.espncricinfo.com/cricketers/shamar-joseph-1356971
11389,D Ferreira,Right hand Bat,Right arm Offbreak,Wicketkeeper,Donovan Ferreira,Donovan Ferreira,https://www.espncricinfo.com/cricketers/donovan-ferreira-698315
11416,V Viyaskanth,Right hand Bat,Legbreak,Unknown,Vijayakanth Viyaskanth,Vijayakanth Viyaskanth,No Image
11799,V Puthur,Right hand Bat,Left arm Wrist spin,Unknown,Vignesh Puthur,Vignesh Puthur,https://www.espncricinfo.com/cricketers/vignesh-puthur-1460388
11801,RD Rickelton,Left hand Bat,NULL,Wicketkeeper,Ryan Rickelton,Ryan Rickelton,https://www.espncricinfo.com/cricketers/ryan-rickelton-605661
11843,V Nigam,Right hand Bat,Legbreak,Unknown,Vipraj Nigam,Vipraj Nigam,https://www.espncricinfo.com/cricketers/vipraj-nigam-1449074
8805,Arjun Tendulkar,Left hand Bat,Left arm Medium fast,Unknown,Arjun Sachin Tendulkar,Arjun Sachin,No Image
360,SN Thakur,Right hand Bat,Right arm Medium,Unknown,Shardul Narendra Thakur,Shardul Narendra,No Image
36966,P Suyal,Right hand Bat,Left arm Medium,Unknown,Pawan Shakland Suyal,Pawan Shakland,No Image
15108,MB Parmar,Right hand Bat,Right arm Offbreak,Unknown,Mohnish Bipinbhai Parmar,Mohnish Bipinbhai,No Image
6694,R Powell,Right hand Bat,Right arm Medium fast,Unknown,Rovman Powell,Rovman Powell,https://www.espncricinfo.com/cricketers/rovman-powell-820351
35364,AP Majumdar,Right hand Bat,Legbreak Googly,Unknown,Anustup Prabir Majumdar,Anustup Prabir,No Image
33919,Anand Rajan,Right hand Bat,Right arm Medium,Unknown,Anand Rajan,Anand Rajan,No Image
2824,GC Viljoen,Right hand Bat,Right arm Fast,Unknown,GC Viljoen,GC Viljoen,No Image
8773,Atharva Taide,Left hand Bat,Slow Left arm Orthodox,Unknown,Atharva Taide,Atharva Taide,https://www.espncricinfo.com/cricketers/atharva-taide-1125958
12065,Shoaib Malik,Right hand Bat,Right arm Offbreak,Unknown,Shoaib Malik,Shoaib Malik,No Image
